Link,Standing screen display size,Screen Resolution,Max Screen Resolution,Processor,RAM,Memory Speed,Hard Drive,Graphics Coprocessor,Chipset Brand,Card Description,Wireless Type,Graphics Card Ram Size,Number of USB 2.0 Ports,Number of USB 3.0 Ports,Average Battery Life (in hours)
https://www.amazon.com//Intel-Celeron-N4020-14-Inch-Laptop/dp/B09YRY6QCX/ref=sr_1_93?keywords=laptop&qid=1653585574&sr=8-93,14 Inches,,1366 x 768 Pixels,9 GHz celeron,4 GB SDRAM,2.8 GHz,64 GB emmc,,Intel,,,,,,
https://www.amazon.com//ASUS-VivoBook-OLED-Laptop-WQUXGA/dp/B09NMS7S1K/ref=sr_1_94?keywords=laptop&qid=1653585574&sr=8-94,16 Inches,3840 x 2400 pixels,3840 x 2400 Pixels,4.6 GHz ryzen_9,32 GB DDR4,4.6 GHz,1 TB SSD,NVIDIA GeForce RTX,NVIDIA,RTX 3050Ti,"Bluetooth, 802.11ax",32 GB,2,2,
https://www.amazon.com//Microsoft-Surface-Laptop-13-5-Touch-Screen/dp/B08YX4NVCK/ref=sr_1_95?keywords=laptop&qid=1653585574&sr=8-95,13.5 Inches,2256 x 1504,2256 x 1504 Pixels,1.5 GHz apple_ci5,8 GB LPDDR4,,512 GB SSD,Iris™ Plus graphics 950,Intel,Integrated,802.11ax,,,2,11.5 Hours
https://www.amazon.com//HP-i7-1165G7-Processor-Micro-Edge-15-eg0025nr/dp/B09FX1YF28/ref=sr_1_96?keywords=laptop&qid=1653585574&sr=8-96,15.6 Inches,1920 x 1080,1920 x 1080 Pixels,4.7 GHz intel_core_i7_1165g7,16 GB DDR4,,512 GB SSD,Intel Iris Xe Graphics,Intel Iris Xe Graphics,Integrated,"Bluetooth, 802.11ax",16 GB,,3,8 Hours
https://www.amazon.com//Dell-Inspiron-3583-Laptop-Celeron/dp/B08HSNRFTX/ref=sr_1_97?keywords=laptop&qid=1653585578&sr=8-97,15.6 Inches,,,1.6 GHz celeron,4 GB DDR4,1.6 GHz,500 GB mechanical_hard_drive,Intel HD Graphics 610,Intel,,Bluetooth,,,,
https://www.amazon.com//LG-Laptop-Ultra-Lightweight-Ultra-Portable-Battery/dp/B08YDLCXR4/ref=sr_1_98?keywords=laptop&qid=1653585578&sr=8-98,17 Inches,2560 x 1600 pixels,2560 x 1600 Pixels,4.7 GHz core_i7,16 GB LPDDR4,4266 MHz,2 TB SSD,,Intel,Integrated,802.11ax,,,1,19.5 Hours
https://www.amazon.com//MSI-GF63-Thin-10SCXR-222-i5-10300H/dp/B08YRZ2LLJ/ref=sr_1_99?keywords=laptop&qid=1653585578&sr=8-99,15.6 Inches,1920 x 1080,1920x1080 Pixels,2.5 GHz,8 GB DDR4,2.5 GHz,256 GB SSD,NVIDIA GeForce GTX 1650,NVIDIA,Dedicated,"Bluetooth, 802.11abg",,,3,7 Hours
https://www.amazon.com//ASUS-VivoBook-Display-GeForce-M3500QC-DS71/dp/B09MMX24B8/ref=sr_1_100?keywords=laptop&qid=1653585578&sr=8-100,15.6 Inches,1920 x 1200 pixels,1920 x 1080 Pixels,4.4 GHz ryzen_7_5800h,16 GB DDR4,,512 GB SSD,,NVIDIA,GeForce RTX 3050,,,2,2,
https://www.amazon.com//Lenovo-IdeaPad-Laptop-i5-1035G1-Platinum/dp/B08W4PJC8J/ref=sr_1_101?keywords=laptop&qid=1653585578&sr=8-101,14 Inches,,1920 x 1080 Pixels,3.6 GHz core_i5_1035g1,8 GB LPDDR4,2666 MHz,512 GB SSD,Intel UHD Graphics,Intel,Integrated,Bluetooth,,1,1,
https://www.amazon.com//Lenovo-IdeaPad-i5-1135G7-Graphics-Fingerprint/dp/B09TB1KX4S/ref=sr_1_102?keywords=laptop&qid=1653585578&sr=8-102,14 Inches,1920x1080,1920 x 1080 Pixels,2.4 GHz core_i5_family,16 GB DDR4,3200 MHz,512 GB SSD,Intel Iris Xe Graphics,Intel,Integrated,802.11ax,,,3,12 Hours
https://www.amazon.com//ASUS-Zephyrus-i7-10875H-Thunderbolt-GX502LXS-XS79/dp/B0876MBLTN/ref=sr_1_103?keywords=laptop&qid=1653585578&sr=8-103,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,5.1 GHz apple_ci7,32 GB DDR4,3200 MHz,Flash Memory Solid State,NVIDIA GeForce RTX 2080,NVIDIA,RTX 2080 Super,"Bluetooth, 802.11ax",8 GB,,4,
https://www.amazon.com//Dell-Precision-Workstation-Business-E3-1535M/dp/B07ND4G5XK/ref=sr_1_105?keywords=laptop&qid=1653585578&sr=8-105,15.6 Inches,3840x2160,,2.9 GHz intel_xeon,16 GB DDR4,2133,512 GB flash_memory_solid_state,NVIDIA,NVIDIA,NVIDIA Quadro M1000M 2GB GDDR5,"802.11abg, 802.11ag, 802.11bgn",4 GB,,,
https://www.amazon.com//MSI-GS75-Stealth-10SE-620-i7-10875H/dp/B08965WD75/ref=sr_1_106?keywords=laptop&qid=1653585578&sr=8-106,17.3 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,2.3 GHz core_i7,16 GB DDR4,3200 MHz,512 GB Flash Memory Solid State,NVIDIA GeForce RTX 2060,NVIDIA,Dedicated,,6 GB,,3,
https://www.amazon.com//Asus-X512DA-BTS2020RL-15-6-Full-Laptop/dp/B08G8SJZ2R/ref=sr_1_107?keywords=laptop&qid=1653585578&sr=8-107,15.6 Inches,,1920 x 1080 Pixels,2.1 GHz amd_ryzen_5_1400,8 GB DDR,,512 GB ssd,AMD Radeon Vega 8,AMD,Dedicated,802.11ac,,,,5 Hours
https://www.amazon.com//Evoo-Processor-GeForce-Keyboard-EG-LP7-BK/dp/B08KV8HP98/ref=sr_1_108?keywords=laptop&qid=1653585578&sr=8-108,15.6 Inches,,1920 x 1080,2.9 GHz ryzen_7_4800h,16 GB DDR4,,512 GB SSD,NVIDIA GeForce RTX 2060,NVIDIA,Integrated,,,1,2,
https://www.amazon.com//ASUS-Zephyrus-Gaming-GeForce-Moonlight/dp/B088PDB63Z/ref=sr_1_109?keywords=laptop&qid=1653585578&sr=8-109,14 Inches,,1920 x 1080 Lines Per Inch,2.3 GHz amd_r_series,16 GB,3200 MHz,1 TB SSD,NVIDIA GeForce RTX 2060,NVIDIA,Dedicated,,16,,,
https://www.amazon.com//HP-15-inch-Touchscreen-Windows-15-ef1020nr/dp/B084TRD5V1/ref=sr_1_110?keywords=laptop&qid=1653585578&sr=8-110,15.6 Inches,,1366 x 768 Pixels,2.6 GHz ryzen_3_3250u,8 GB SDRAM,2400 MHz,256 GB Flash Memory Solid State,AMD Radeon Graphics,AMD,Integrated,"Bluetooth, 802.11b/n/ac",,,2,9.25 Hours
https://www.amazon.com//Dell-Inspiron-i5-1135G7-Quad-Core-Processor/dp/B081FDK94Y/ref=sr_1_111?keywords=laptop&qid=1653585578&sr=8-111,15.6 Inches,,1920 x 1080 Pixels,1 GHz core_i5,16 GB DDR4,3.6 GHz,1 TB flash_memory_solid_state,Intel UHD Graphics,Intel,,Bluetooth,,,,10 Hours
https://www.amazon.com//MSI-GP76-Leopard-Gaming-Laptop/dp/B095C1YRWN/ref=sr_1_112?keywords=laptop&qid=1653585578&sr=8-112,17.3 Inches,1920 x 1080,1920 x 1080 Pixels,2.4 GHz core_i7,16 GB DDR4,3200 MHz,1 TB SSD,NVIDIA GeForce RTX 3070,Intel,Dedicated,Bluetooth,8 GB,,3,
https://www.amazon.com//Windows-HP-Display-Processor-Bluetooth/dp/B09M96J5SJ/ref=sr_1_114?keywords=laptop&qid=1653585581&sr=8-114,15.6 Inches,,1920 x 1080 Pixels,2.3 GHz athlon_silver_3050U,8 GB DDR4,3.2 GHz,256 GB SSD,AMD Radeon Graphics,AMD,Integrated,"Bluetooth, 802.11a",,,,10 Hours
https://www.amazon.com//ASUS-Zenbook-Ultra-Laptop-WQXGA/dp/B09V1S1M2Q/ref=sr_1_113?keywords=laptop&qid=1653585581&sr=8-113,14 Inches,,2880 x 1800,4.4 GHz ryzen_7,16 GB DDR4,,ssd,,AMD,Integrated,Bluetooth,,,2,
https://www.amazon.com//ASUS-VivoBook-i3-1005G1-Fingerprint-F512JA-AS34/dp/B08FQJ7JT2/ref=sr_1_115?keywords=laptop&qid=1653585581&sr=8-115,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,3.4 GHz apple_ci3,8 GB DDR4,3.4 GHz,128 GB Flash Memory Solid State,Intel UHD Graphics,Intel,Integrated,802.11ac,8 GB,2,,
https://www.amazon.com//HP-i5-1135G7-17-3-inch-Bluetooth-Accessories/dp/B09LLTN3HV/ref=sr_1_118?keywords=laptop&qid=1653585581&sr=8-118,17.3 Inches,1920x1080,1920 x 1080 Pixels,4.2 GHz core_i5,8 GB DDR4,2666 MHz,512 GB SSD,Intel Iris Xᵉ Graphics Integrated,Intel,Integrated,802.11a/b/g/n/ac,,,,
https://www.amazon.com//MSI-GF65-Thin-i7-10750H-10SDR-1273/dp/B095XDX3D6/ref=sr_1_119?keywords=laptop&qid=1653585581&sr=8-119,15.6 Inches,1920 x 1080,1920 x 1080 Pixels,2.6 GHz core_i7_family,8 GB DDR4,2666 MHz,512 GB SSD,NVIDIA GeForce GTX 1660Ti,NVIDIA,Dedicated,Bluetooth,6 GB,,3,
https://www.amazon.com//HP-Pavilion-Gaming-Laptop-GeForce/dp/B08P6MRZBG/ref=sr_1_120?keywords=laptop&qid=1653585581&sr=8-120,15.6 Inches,,1920 x 1080 Pixels,3 GHz amd_r_series,8 GB,,256 GB SSD,NVIDIA GeForce GTX 1650,NVIDIA,Dedicated,802.11ac,,,,
https://www.amazon.com//Acer-A515-56-702V-i7-1165G7-Graphics-Fingerprint/dp/B09J5FQ4P5/ref=sr_1_122?keywords=laptop&qid=1653585581&sr=8-122,15.6 Inches,,1920 x 1080,4.7 GHz apple_ci7,16 GB DDR4,2.8 GHz,512 GB SSD,,Intel,Integrated,"Bluetooth, 802.11ax",,1,3,
https://www.amazon.com//ASUS-VivoBook-Display-i3-1115G4-F515EA-AH34/dp/B09LC9JWW8/ref=sr_1_125?keywords=laptop&qid=1653585581&sr=8-125,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,4.1 GHz core_i3,8 GB DDR4,4.1 GHz,128 GB SSD,,Intel,Integrated,Bluetooth,,2,2,
https://www.amazon.com//Lenovo-Legion-pro-Display-GeForce/dp/B01L4I438G/ref=sr_1_126?keywords=laptop&qid=1653585581&sr=8-126,16 Inches,,2560x1600 Pixels,3.2 GHz amd_ryzen_7,32 GB DDR4,3.2 GHz,1 TB SSD,‎‎NVIDIA GeForce RTX 3060,NVIDIA,Dedicated,"Bluetooth, 802.11b",,,,4 Hours
https://www.amazon.com//HP-Laptop-i5-1135G7-Windows-Natural/dp/B0977R5GK6/ref=sr_1_127?keywords=laptop&qid=1653585581&sr=8-127,15.6 Inches,1920 x 1080,1920 x 1080 Pixels,4.2 GHz apple_ci5,8 GB,2666 MHz,256 GB SSD,Intel Iris Xe Graphics,Intel,Integrated,,,1,,
https://www.amazon.com//HP-Pavilion-Touchscreen-i7-1195G7-Bluetooth/dp/B09XBTGWFT/ref=sr_1_128?keywords=laptop&qid=1653585581&sr=8-128,15.6 Inches,,1920 x 1080 Pixels,2.9 GHz apple_ci7,16 GB DDR4,,1 TB SSD,GeForce MX350,NVIDIA,Dedicated,Bluetooth,,,,"7.0, 13.0 Hours"
https://www.amazon.com//ASUS-Display-R7-5800H-Keyboard-G513QE-ES76/dp/B093TZMNFR/ref=sr_1_129?keywords=laptop&qid=1653585584&sr=8-129,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,4.4 GHz ryzen_7,16 GB DDR4,3200 MHz,1 TB,NVIDIA GeForce RTX 3050 Ti,NVIDIA,GeForce RTX 3050 Ti,"Bluetooth, 802.11ax",4 GB,,4,
https://www.amazon.com//HP-Pavilion-i3-1115G4-Processor-Anti-Glare/dp/B09SVRH1F6/ref=sr_1_132?keywords=laptop&qid=1653585584&sr=8-132,17.3 Inches,,1920 x 1080 Pixels,4.1 GHz core_i3,16 GB DDR4,4.1 GHz,512 GB SSD,Intel UHD Graphics,Intel,,"Bluetooth, 802.11a",,,,
https://www.amazon.com//HP-i5-1135G7-17-3-inch-Anti-Glare-17-cn0021nr/dp/B08ZK18TWF/ref=sr_1_134?keywords=laptop&qid=1653585584&sr=8-134,17.3 Inches,1600 x 900 pixels,1600 x 900 Pixels,4.2 GHz core_i5,8 GB DDR4,,256 GB SSD,Intel Iris Xe Graphics,Intel,Integrated,"Bluetooth, 802.11ax",,,,8 Hours
https://www.amazon.com//HP-Pavilion-Graphics-Micro-Edge-Anti-Glare/dp/B09FFVNJPF/ref=sr_1_135?keywords=laptop&qid=1653585584&sr=8-135,15.6 Inches,1920 x 1080,1920 x 1080 Pixels,3.2 GHz athlon,16 GB DDR4,3.2 GHz,512 GB SSD,AMD Radeon Graphics,AMD,,"Bluetooth, 802.11a/b/g/n/ac",,,,8 Hours
https://www.amazon.com//ASUS-Vivobook-15-6-Display-Laptop/dp/B09BCVB3TG/ref=sr_1_136?keywords=laptop&qid=1653585584&sr=8-136,15.6 Inches,1920x1080,1920x1080 Pixels,1.2 GHz core_i7_1065g7,20 GB SDRAM,1.3 GHz,SSD,Intel UHD Graphics,Intel,Integrated,802.11ac,,,,
https://www.amazon.com//Dell-G15-i7-11800H-GeForce-Keyboard/dp/B0B1C1VWTZ/ref=sr_1_137?keywords=laptop&qid=1653585584&sr=8-137,15.6 Inches,1920x1080,1920x1080 Pixels,2.3 GHz core_i7_family,16 GB DDR4,3200 MHz,1 TB SSD,NVIDIA GeForce RTX 3050,NVIDIA,Dedicated,802.11ax,4 GB,2,2,6 Hours
https://www.amazon.com//HP-Laptop-TOUCH-INDIGO-14-fq0040nr/dp/B08LLH5VQ5/ref=sr_1_138?keywords=laptop&qid=1653585584&sr=8-138,14 Inches,1366 x 768 pixels,1366 x 768 Pixels,2.6 GHz amd_e_series,4 GB DDR4,2400 MHz,64 GB SSD,AMD,AMD,Integrated,Bluetooth,,,,9 Hours
https://www.amazon.com//Microsoft-Surface-Laptop-Touchscreen-Sandstone/dp/B08GZLYB6Q/ref=sr_1_140?keywords=laptop&qid=1653585584&sr=8-140,12.4 Inches,1536 x 1024,1536 x 1024,3.6 GHz core_i5_1035g1,8 GB LPDDR4,,256 GB Flash Memory Solid State,Intel UHD Graphics,Intel,Integrated,,,,2,
https://www.amazon.com//ASUS-TUF-IPS-Type-i7-9750H-Processor/dp/B08SHN8MDY/ref=sr_1_143?keywords=laptop&qid=1653585584&sr=8-143,15.6 Inches,,1920x1080 Pixels,2.6 GHz core_i7,16 GB DDR4,4.5 GHz,1 TB SSD,RTX 3050,NVIDIA,Dedicated,802.11ac,,,,
https://www.amazon.com//HP-Chromebook-11-inch-Laptop-11a-na0010nr/dp/B08HJT1BKQ/ref=sr_1_145?keywords=laptop&qid=1653585587&sr=8-145,11.6 Inches,1366 x 768,1361 x 768 Pixels,2 GHz mediatek_mt8183,4 GB LPDDR4,,Embedded MultiMediaCard,MediaTek,MediaTek,Integrated,Bluetooth,,2,,15 Hours
https://www.amazon.com//2021-MSI-HD-Gaming-i5-10200H-PCI/dp/B096WH5MY9/ref=sr_1_146?keywords=laptop&qid=1653585587&sr=8-146,15.6 Inches,,1920 x 1080 Pixels,2.5 GHz corei5_10300h,8 GB DDR4,4.5 GHz,1 TB SSD,RTX 3050,NVIDIA,Dedicated,Bluetooth,,,,6 Hours
https://www.amazon.com//Dell-Latitude-3000-3420-Notebook/dp/B095KNYVJ9/ref=sr_1_147?keywords=laptop&qid=1653585587&sr=8-147,14 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,2.8 GHz core_i7_family,8 GB DDR4,2.8 GHz,256 GB Flash Memory Solid State,Intel Iris Xe Graphics,Intel,Iris Xe Graphics,"Bluetooth, 802.11ax",,,,
https://www.amazon.com//HP-316H8UA-Notebook-Computer-i5-1135G7/dp/B09PQP34L8/ref=sr_1_149?keywords=laptop&qid=1653585587&sr=8-149,17.3 Inches,,1920 x 1080 Pixels,2.4 GHz core_i5,12 GB,,1 TB mechanical_hard_drive,,Intel,Integrated,"Bluetooth, 802.11a",,,,
https://www.amazon.com//Windows-HP-15-Display-Bluetooth/dp/B09LMT33DL/ref=sr_1_150?keywords=laptop&qid=1653585587&sr=8-150,15.6 Inches,,1366 x 768 Pixels,2.6 GHz ryzen_3_3250u,16 GB DDR4,3.5 GHz,512 GB SSD,AMD Radeon Graphics,AMD,,"Bluetooth, 802.11b",,,,
https://www.amazon.com//ASUS-Zephyrus-Gaming-GeForce-Moonlight/dp/B093TX6BLC/ref=sr_1_154?keywords=laptop&qid=1653585587&sr=8-154,14 Inches,,1920 x 1080 Pixels,4.8 GHz ryzen_9,16 GB DDR4,,1 TB SSD,NVIDIA GeForce RTX 3060,Asca,Dedicated,Bluetooth,6,,,
https://www.amazon.com//Microsoft-Surface-Laptop-13-5-Touch-Screen/dp/B09D62V4SN/ref=sr_1_155?keywords=laptop&qid=1653585587&sr=8-155,13.5 Inches,,,,16 GB,,,,,,,,,,
https://www.amazon.com//Dell-Inspiron-Business-i7-1165G7-Keyboard/dp/B08ND1FZ39/ref=sr_1_156?keywords=laptop&qid=1653585587&sr=8-156,15.6 Inches,1920x1080,1920 x 1080 Pixels,4.7 GHz core_i7_family,32 GB SDRAM,,1 TB SSD,Intel Iris Xe Graphics,Intel,,802.11ac,,,,
https://www.amazon.com//Lenovo-i7-1165G7-Processor-Graphics-82A6000BUS/dp/B08Z9T5HNM/ref=sr_1_158?keywords=laptop&qid=1653585587&sr=8-158,14 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,2.8 GHz apple_ci7,8 GB DDR4,,512 GB SSD,,Intel,Integrated,"Bluetooth, 802.11ax",,,2,15 Hours
https://www.amazon.com//Dell-Inspiron-Touchscreen-i5-1135G7-Bluetooth/dp/B09RMTZG2Q/ref=sr_1_162?keywords=laptop&qid=1653585589&sr=8-162,15.6 Inches,1920x1080,1920 x 1080 Pixels,2.4 GHz core_i5_family,8 GB DDR4,3200 MHz,256 GB SSD,Intel Iris Xe Graphics,Intel,Integrated,802.11ac,,,3,
https://www.amazon.com//Newest-HP-Pavilion-Pentium-Windows/dp/B0894DBTRV/ref=sr_1_163?keywords=laptop&qid=1653585589&sr=8-163,15.6 Inches,1366x768,1266x768 Pixels,1.1 GHz pentium,4 GB SDRAM,2.7 GHz,128 GB SSD,Intel HD Graphics 620,Intel,Integrated,Bluetooth,,1,1,10 Hours
https://www.amazon.com//Dell-Inspiron-Touchscreen-Quad-Core-i7-1165G7/dp/B09WXYZSW6/ref=sr_1_165?keywords=laptop&qid=1653585589&sr=8-165,15.6 Inches,1920x1080,1920 x 1080 Pixels,2.8 GHz core_i7_family,16 GB DDR4,,1 TB SSD,Intel Iris Xe Graphics,Intel,Integrated,802.11a/g/n/ac,,1,2,
https://www.amazon.com//Hyundai-Laptop-Performance-Business-Student/dp/B095G15SBJ/ref=sr_1_166?keywords=laptop&qid=1653585589&sr=8-166,14.1 Inches,,1366 x 768 Pixels,1.1 GHz celeron_n4020,4 GB DDR4,,128 GB Solid State Drive,Intel UHD Graphics 600,Intel,Integrated,802.11bgn,,3,,
https://www.amazon.com//ASUS-VivoBook-i5-1135G7-Processor-S533EA-DH51-GN/dp/B08KH5HWG9/ref=sr_1_167?keywords=laptop&qid=1653585589&sr=8-167,15,1920 x 1080 pixels,1920 x 1080 Pixels,4.2 GHz apple_ci5,8 GB DDR4,2666 MHz,512 GB SSD,Intel Iris Xe Graphics,Intel,Integrated,"Bluetooth, 802.11ax",8 GB,2,2,
https://www.amazon.com//Dell-Inspiron-3511-Non-Touch-Laptop/dp/B09GYN91J9/ref=sr_1_169?keywords=laptop&qid=1653585589&sr=8-169,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,4.1 GHz core_i3_family,8 GB DDR4,2666 MHz,256 GB SSD,Intel UHD Graphics,Intel,Intel UHD Graphics with shared graphics memory,Bluetooth,,1,2,
https://www.amazon.com//HP-15-Inch-i5-1035G1-Solid-State-15-dy1036nr/dp/B085B5SXLY/ref=sr_1_170?keywords=laptop&qid=1653585589&sr=8-170,15.6 Inches,,1920 x 1080 Pixels,3.6 GHz core_i5,8 GB SDRAM,3.6 GHz,256 GB Flash Memory Solid State,Intel UHD Graphics,Intel,Integrated,Bluetooth,,,3,10.25 Hours
https://www.amazon.com//HP-14-Performance-Wireless-AC-Bluetooth/dp/B087N5LKNL/ref=sr_1_172?keywords=laptop&qid=1653585589&sr=8-172,14 Inches,,,3.2 GHz athlon,4 GB DDR4,3.2 GHz,128 GB flash_memory_solid_state,,,,Bluetooth,,,,
https://www.amazon.com//Dell-Inspiron-Convertible-Display-i7-1165G7/dp/B09JQCK2R9/ref=sr_1_173?keywords=laptop&qid=1653585589&sr=8-173,17 Inches,,2736 x 1824 Pixels,2 GHz core_i7,32 GB DDR4,,512 GB SSD,Intel,Intel,Integrated,Bluetooth,,,,
https://www.amazon.com//Lenovo-Processor-Graphics-82HU00JWUS-Graphite/dp/B09BG96KFJ/ref=sr_1_174?keywords=laptop&qid=1653585589&sr=8-174,14 Inches,,1920 x 1080,2.1 GHz ryzen_5_5500u,16 GB DDR4,,512 GB,,AMD,Integrated,802.11ac,,,2,12 Hours
https://www.amazon.com//ASUS-VivoBook-Backlit-Keyboard-Bluetooth/dp/B07Y5PK8SC/ref=sr_1_175?keywords=laptop&qid=1653585589&sr=8-175,15.6 Inches,1920 x 1080,1920 x 1080,2.6 GHz ryzen_3_3200u,16 GB DDR4,3.5 GHz,256 GB SSD,AMD Radeon Vega 3,AMD,Integrated,802.11ac,,2,2,
https://www.amazon.com//ThinkPad-Titinium-Touchscreen-i7-1160G7-Fingerprint/dp/B09YHD3K1K/ref=sr_1_177?keywords=laptop&qid=1653585592&sr=8-177,13.5 Inches,2256x1504,3840 x 2160 Pixels,2.1 GHz core_i7_family,16 GB LPDDR4,,512 GB ssd,Intel UHD Graphics,Intel,Integrated,802.11ax,,,2,10 Hours
https://www.amazon.com//Dell-Inspiron-i7-11390H-Geforce-Thunderbolt4/dp/B09YTYXFNB/ref=sr_1_178?keywords=laptop&qid=1653585592&sr=8-178,15.6 Inches,1920x1080,1920 x 1080 Pixels,2.9 GHz core_i7_family,32 GB DDR4,,1 TB SSD,NVIDIA GeForce MX450,NVIDIA,Dedicated,802.11ax,2 GB,,3,
https://www.amazon.com//Acer-AN517-41-R3NX-Octa-Core-GeForce-Keyboard/dp/B093J9ZNJK/ref=sr_1_179?keywords=laptop&qid=1653585592&sr=8-179,17.3 Inches,,1920 x 1080 Pixels,4.4 GHz amd_ryzen_7,16 GB DDR4,3200 MHz,1 TB SSD,,NVIDIA,Dedicated,Bluetooth,,,4,9 Hours
https://www.amazon.com//Razer-Blade-Gaming-Laptop-2021/dp/B099774BJQ/ref=sr_1_180?keywords=laptop&qid=1653585592&sr=8-180,17 Inches,,2560 x 1440 Pixels,2.4 GHz apple_ci7,16 GB DDR4,,1 TB SSD,,NVIDIA,Integrated,,,,4,
https://www.amazon.com//Lenovo-Ideapad-i5-9300H-Processor-81LK00HDUS/dp/B07VC55LF5/ref=sr_1_181?keywords=laptop&qid=1653585592&sr=8-181,15.6 Inches,1600x1200 pixels,1920 x 1080 Pixels,2.4 GHz core_i5,8 GB DDR4,2400 MHz,512 GB Flash Memory Solid State,NVIDIA GeForce GTX 1650,NVIDIA,Dedicated,Bluetooth,4 GB,,2,9 Hours
https://www.amazon.com//2022-LENOVO-ThinkPad-Yoga-Laptop/dp/B09WKYT1N2/ref=sr_1_182?keywords=laptop&qid=1653585592&sr=8-182,14 Inches,1920x1080,1920 x 1080 Pixels,1.6 GHz core_i5_10210u,16 GB LPDDR3,1.6 GHz,1 TB ssd,Intel UHD Graphics,Intel,Integrated,802.11ax,,,3,
https://www.amazon.com//ASUS-Microsoft-15-Month-Subscription-Download/dp/B09Z7NPK6H/ref=sr_1_183?keywords=laptop&qid=1653585592&sr=8-183,15.6 Inches,,2560 x 1440 Pixels,5 GHz core_i9,,,,,NVIDIA,Dedicated,,,,,
https://www.amazon.com//Dell-G3-15-3500-i7-10750H/dp/B089HR6CQP/ref=sr_1_184?keywords=laptop&qid=1653585592&sr=8-184,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,2.6 GHz corei7_10750h,16 GB DDR4,2933 MHz,512 GB SSD,NVIDIA GeForce RTX 2060,NVIDIA,NVIDIA GeForce RTX2060,Bluetooth,6 GB,2,2,
https://www.amazon.com//ASUS-i7-1165G7-Processor-Fingerprint-F515EA-DB75/dp/B09F2KLRJV/ref=sr_1_185?keywords=laptop&qid=1653585592&sr=8-185,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,4.7 GHz intel_core_i7_1165g7,8 GB DDR4,3200 MHz,512 GB SSD,Intel Iris Xe Graphics,Intel,Integrated,"Bluetooth, 802.11ac",,2,2,
https://www.amazon.com//HP-Touchscreen-i7-1165G7-Graphics-Accessories/dp/B09W8CYJ2V/ref=sr_1_186?keywords=laptop&qid=1653585592&sr=8-186,17.3 Inches,1600x900,1600 x 900 Pixels,2.8 GHz core_i7_family,16 GB DDR4,,1 TB SSD,Intel Iris Xe Graphics,Intel,Integrated,802.11ax,,,3,8 Hours
https://www.amazon.com//ASUS-i3-1005G1-Processor-Fingerprint-F515JA-AH31/dp/B08H4YTTLP/ref=sr_1_189?keywords=laptop&qid=1653585592&sr=8-189,15.6 Inches,1920 x 1080,1920 x 1080 Pixels,3.4 GHz core_i3,4 GB DDR4,3.4 GHz,128 GB Flash Memory Solid State,Intel UHD Graphics,Intel,Integrated,"Bluetooth, 802.11ac",4 GB,2,2,
https://www.amazon.com//HP-Generation-i5-1135G7-Graphics-17-cn0025nr/dp/B09FXLRBFQ/ref=sr_1_191?keywords=laptop&qid=1653585592&sr=8-191,17.3 Inches,1600 x 900),1600 x 900 Pixels,4.2 GHz intel_core_i5_1135g7,8 GB DDR4,,256 GB SSD,Intel Iris Xe Graphics,Intel,Integrated,"Bluetooth, 802.11ax",8 GB,,3,8.15 Hours
https://www.amazon.com//Lenovo-IdeaPad-Display-Processor-82K20015US/dp/B08YKHGKTV/ref=sr_1_193?keywords=laptop&qid=1653585595&sr=8-193,15.6,1920x1080,1920 x 1080 Pixels,3.3 ryzen_5,8 DDR4,3200 MHz,SSD,NVIDIA GeForce GTX 1650,NVIDIA,Dedicated,802.11ac,,,2,8 Hours
https://www.amazon.com//2021-Dell-Inspiron-Laptop-i5-1035G1/dp/B09MC3WH8R/ref=sr_1_194?keywords=laptop&qid=1653585595&sr=8-194,15.6 Inches,1920x1080,1920 x 1080 Pixels,1 GHz core_i5_1035g1,8 GB DDR4,3.6 GHz,256 GB SSD,Intel UHD Graphics,Intel,Integrated,Bluetooth,,,,
https://www.amazon.com//HP-Touchscreen-Computer-Quard-Core-Bluetooth/dp/B08BMLZKL2/ref=sr_1_195?keywords=laptop&qid=1653585595&sr=8-195,15.6 Inches,,1366x768 Pixels,1 GHz core_i5_family,12 GB DDR4,3.6 GHz,256 GB ssd,Intel UHD Graphics,Intel,Integrated,Bluetooth,,,,
https://www.amazon.com//HP-i5-10500-Numeric-Fingerprint-Natural/dp/B09DB3H45Q/ref=sr_1_196?keywords=laptop&qid=1653585595&sr=8-196,17.3 Inches,,1920 x 1080 Pixels,2.1 GHz amd_r_series,8 GB DDR4,,256 GB SSD,AMD Radeon™ graphics,AMD,,,,,,8 Hours
